,estado,estado_ab,condado,partido,candidato,votos,fraccion_votos
2919,Florida,FL,Manatee,Republican,Marco Rubio,13462,0.241
2920,Florida,FL,Manatee,Republican,Ted Cruz,9409,0.169
2921,Florida,FL,Marion,Republican,Donald Trump,31370,0.548
2922,Florida,FL,Marion,Republican,John Kasich,3283,0.057
2923,Florida,FL,Marion,Republican,Marco Rubio,11176,0.195
2924,Florida,FL,Marion,Republican,Ted Cruz,9871,0.173
2925,Florida,FL,Martin,Republican,Donald Trump,16065,0.511
2926,Florida,FL,Martin,Republican,John Kasich,3584,0.114
2927,Florida,FL,Martin,Republican,Marco Rubio,6755,0.215
2928,Florida,FL,Martin,Republican,Ted Cruz,3906,0.124
2929,Florida,FL,Miami-Dade,Republican,Donald Trump,40156,0.225
2930,Florida,FL,Miami-Dade,Republican,John Kasich,5194,0.029
2931,Florida,FL,Miami-Dade,Republican,Marco Rubio,111898,0.627
2932,Florida,FL,Miami-Dade,Republican,Ted Cruz,16170,0.091
2933,Florida,FL,Monroe,Republican,Donald Trump,6030,0.539
2935,Florida,FL,Monroe,Republican,Marco Rubio,2736,0.245
2937,Florida,FL,Nassau,Republican,Donald Trump,9192,0.512
2939,Florida,FL,Nassau,Republican,Marco Rubio,3920,0.218
2940,Florida,FL,Nassau,Republican,Ted Cruz,3400,0.189
2941,Florida,FL,Okaloosa,Republican,Donald Trump,17770,0.451
2942,Florida,FL,Okaloosa,Republican,John Kasich,3187,0.081
2943,Florida,FL,Okaloosa,Republican,Marco Rubio,8836,0.224
2944,Florida,FL,Okaloosa,Republican,Ted Cruz,8201,0.208
2945,Florida,FL,Okeechobee,Republican,Donald Trump,2202,0.585
2949,Florida,FL,Orange,Republican,Donald Trump,41097,0.398
2950,Florida,FL,Orange,Republican,John Kasich,7394,0.072
2951,Florida,FL,Orange,Republican,Marco Rubio,31850,0.308
2952,Florida,FL,Orange,Republican,Ted Cruz,19378,0.188
2953,Florida,FL,Osceola,Republican,Donald Trump,10345,0.469
2955,Florida,FL,Osceola,Republican,Marco Rubio,5734,0.26
2956,Florida,FL,Osceola,Republican,Ted Cruz,4191,0.19
2957,Florida,FL,Palm Beach,Republican,Donald Trump,66065,0.521
2958,Florida,FL,Palm Beach,Republican,John Kasich,11937,0.094
2959,Florida,FL,Palm Beach,Republican,Marco Rubio,30836,0.243
2960,Florida,FL,Palm Beach,Republican,Ted Cruz,15311,0.121
2961,Florida,FL,Pasco,Republican,Donald Trump,33536,0.51
2962,Florida,FL,Pasco,Republican,John Kasich,3830,0.058
2963,Florida,FL,Pasco,Republican,Marco Rubio,13836,0.21
2964,Florida,FL,Pasco,Republican,Ted Cruz,12409,0.189
2965,Florida,FL,Pinellas,Republican,Donald Trump,61133,0.464
2966,Florida,FL,Pinellas,Republican,John Kasich,10973,0.083
2967,Florida,FL,Pinellas,Republican,Marco Rubio,29966,0.228
2968,Florida,FL,Pinellas,Republican,Ted Cruz,21984,0.167
2969,Florida,FL,Polk,Republican,Donald Trump,33187,0.449
2970,Florida,FL,Polk,Republican,John Kasich,3835,0.052
2971,Florida,FL,Polk,Republican,Marco Rubio,18790,0.254
2972,Florida,FL,Polk,Republican,Ted Cruz,15548,0.21
2973,Florida,FL,Putnam,Republican,Donald Trump,5119,0.573
2975,Florida,FL,Putnam,Republican,Marco Rubio,1553,0.174
2976,Florida,FL,Putnam,Republican,Ted Cruz,1672,0.187
2977,Florida,FL,Santa Rosa,Republican,Donald Trump,16044,0.464
2978,Florida,FL,Santa Rosa,Republican,John Kasich,1956,0.057
2979,Florida,FL,Santa Rosa,Republican,Marco Rubio,7913,0.229
2980,Florida,FL,Santa Rosa,Republican,Ted Cruz,7483,0.217
2981,Florida,FL,Sarasota,Republican,Donald Trump,34593,0.473
2982,Florida,FL,Sarasota,Republican,John Kasich,8100,0.111
2983,Florida,FL,Sarasota,Republican,Marco Rubio,17870,0.244
2984,Florida,FL,Sarasota,Republican,Ted Cruz,10097,0.138
2985,Florida,FL,Seminole,Republican,Donald Trump,25763,0.416
2986,Florida,FL,Seminole,Republican,John Kasich,4343,0.07
2987,Florida,FL,Seminole,Republican,Marco Rubio,17843,0.288
2988,Florida,FL,Seminole,Republican,Ted Cruz,11942,0.193
2989,Florida,FL,St. Johns,Republican,Donald Trump,24205,0.479
2990,Florida,FL,St. Johns,Republican,John Kasich,3861,0.076
2991,Florida,FL,St. Johns,Republican,Marco Rubio,13702,0.271
2992,Florida,FL,St. Johns,Republican,Ted Cruz,7828,0.155
2993,Florida,FL,St. Lucie,Republican,Donald Trump,18350,0.579
2994,Florida,FL,St. Lucie,Republican,John Kasich,2094,0.066
2995,Florida,FL,St. Lucie,Republican,Marco Rubio,6200,0.195
2996,Florida,FL,St. Lucie,Republican,Ted Cruz,3970,0.125
2997,Florida,FL,Sumter,Republican,Donald Trump,17769,0.54
2998,Florida,FL,Sumter,Republican,John Kasich,2375,0.072
2999,Florida,FL,Sumter,Republican,Marco Rubio,7716,0.234
3000,Florida,FL,Sumter,Republican,Ted Cruz,4417,0.134
3001,Florida,FL,Suwannee,Republican,Donald Trump,2844,0.497
3004,Florida,FL,Suwannee,Republican,Ted Cruz,1645,0.287
3013,Florida,FL,Volusia,Republican,Donald Trump,34167,0.533
3014,Florida,FL,Volusia,Republican,John Kasich,3967,0.062
3015,Florida,FL,Volusia,Republican,Marco Rubio,13493,0.211
3016,Florida,FL,Volusia,Republican,Ted Cruz,9915,0.155
3017,Florida,FL,Wakulla,Republican,Donald Trump,1664,0.431
3021,Florida,FL,Walton,Republican,Donald Trump,6650,0.518
3023,Florida,FL,Walton,Republican,Marco Rubio,2403,0.187
3024,Florida,FL,Walton,Republican,Ted Cruz,2548,0.199
3025,Florida,FL,Washington,Republican,Donald Trump,1739,0.452
3368,Georgia,GA,Baldwin,Republican,Donald Trump,2069,0.458
3373,Georgia,GA,Banks,Republican,Donald Trump,1806,0.489
3378,Georgia,GA,Barrow,Republican,Donald Trump,4653,0.408
3380,Georgia,GA,Barrow,Republican,Marco Rubio,2049,0.18
3381,Georgia,GA,Barrow,Republican,Ted Cruz,3470,0.304
3383,Georgia,GA,Bartow,Republican,Donald Trump,8281,0.462
3385,Georgia,GA,Bartow,Republican,Marco Rubio,3259,0.182
3386,Georgia,GA,Bartow,Republican,Ted Cruz,4504,0.251
3393,Georgia,GA,Berrien,Republican,Donald Trump,1563,0.552
3398,Georgia,GA,Bibb,Republican,Donald Trump,5942,0.388
3400,Georgia,GA,Bibb,Republican,Marco Rubio,3519,0.229
3401,Georgia,GA,Bibb,Republican,Ted Cruz,3401,0.222
3418,Georgia,GA,Bryan,Republican,Donald Trump,2214,0.391
3423,Georgia,GA,Bulloch,Republican,Donald Trump,3111,0.377
3425,Georgia,GA,Bulloch,Republican,Marco Rubio,1764,0.214
3426,Georgia,GA,Bulloch,Republican,Ted Cruz,2147,0.26
3433,Georgia,GA,Butts,Republican,Donald Trump,1884,0.488
3443,Georgia,GA,Camden,Republican,Donald Trump,3065,0.485
3453,Georgia,GA,Carroll,Republican,Donald Trump,7495,0.417
3455,Georgia,GA,Carroll,Republican,Marco Rubio,3375,0.188
3456,Georgia,GA,Carroll,Republican,Ted Cruz,4997,0.278
3458,Georgia,GA,Catoosa,Republican,Donald Trump,4449,0.402
3460,Georgia,GA,Catoosa,Republican,Marco Rubio,2430,0.219
3461,Georgia,GA,Catoosa,Republican,Ted Cruz,2524,0.228
3467,Georgia,GA,Chatham,Republican,Ben Carson,1522,0.05
3468,Georgia,GA,Chatham,Republican,Donald Trump,10726,0.35
3469,Georgia,GA,Chatham,Republican,John Kasich,2981,0.097
3470,Georgia,GA,Chatham,Republican,Marco Rubio,7845,0.256
3471,Georgia,GA,Chatham,Republican,Ted Cruz,7049,0.23
3478,Georgia,GA,Chattooga,Republican,Donald Trump,1674,0.517
3482,Georgia,GA,Cherokee,Republican,Ben Carson,2522,0.05
3483,Georgia,GA,Cherokee,Republican,Donald Trump,18460,0.367
3484,Georgia,GA,Cherokee,Republican,John Kasich,2472,0.049
3485,Georgia,GA,Cherokee,Republican,Marco Rubio,13465,0.268
3486,Georgia,GA,Cherokee,Republican,Ted Cruz,12886,0.256
3488,Georgia,GA,Clarke,Republican,Donald Trump,2357,0.267
3490,Georgia,GA,Clarke,Republican,Marco Rubio,3105,0.352
3491,Georgia,GA,Clarke,Republican,Ted Cruz,1820,0.206
3498,Georgia,GA,Clayton,Republican,Donald Trump,3264,0.42
3500,Georgia,GA,Clayton,Republican,Marco Rubio,1640,0.211
3501,Georgia,GA,Clayton,Republican,Ted Cruz,1857,0.239
3507,Georgia,GA,Cobb,Republican,Ben Carson,5149,0.046
3508,Georgia,GA,Cobb,Republican,Donald Trump,34721,0.31
3509,Georgia,GA,Cobb,Republican,John Kasich,8472,0.076
3510,Georgia,GA,Cobb,Republican,Marco Rubio,38712,0.346
3511,Georgia,GA,Cobb,Republican,Ted Cruz,23683,0.212
3513,Georgia,GA,Coffee,Republican,Donald Trump,2469,0.547
3518,Georgia,GA,Colquitt,Republican,Donald Trump,2967,0.496
3522,Georgia,GA,Columbia,Republican,Ben Carson,2124,0.08
3523,Georgia,GA,Columbia,Republican,Donald Trump,9177,0.346
3525,Georgia,GA,Columbia,Republican,Marco Rubio,5745,0.217
3526,Georgia,GA,Columbia,Republican,Ted Cruz,8049,0.304
3532,Georgia,GA,Coweta,Republican,Ben Carson,1809,0.071
3533,Georgia,GA,Coweta,Republican,Donald Trump,9593,0.379
3535,Georgia,GA,Coweta,Republican,Marco Rubio,5828,0.23
3536,Georgia,GA,Coweta,Republican,Ted Cruz,6445,0.255
3553,Georgia,GA,Dawson,Republican,Donald Trump,2649,0.454
3557,Georgia,GA,DeKalb,Republican,Ben Carson,1772,0.04
3558,Georgia,GA,DeKalb,Republican,Donald Trump,11141,0.252
3559,Georgia,GA,DeKalb,Republican,John Kasich,5563,0.126
3560,Georgia,GA,DeKalb,Republican,Marco Rubio,18231,0.412
3561,Georgia,GA,DeKalb,Republican,Ted Cruz,6805,0.154
3563,Georgia,GA,Decatur,Republican,Donald Trump,1525,0.485
3578,Georgia,GA,Dougherty,Republican,Donald Trump,3078,0.468
3583,Georgia,GA,Douglas,Republican,Donald Trump,6984,0.428
3585,Georgia,GA,Douglas,Republican,Marco Rubio,3402,0.209
3586,Georgia,GA,Douglas,Republican,Ted Cruz,4088,0.251
3598,Georgia,GA,Effingham,Republican,Donald Trump,3648,0.393
3601,Georgia,GA,Effingham,Republican,Ted Cruz,3093,0.333
3618,Georgia,GA,Fannin,Republican,Donald Trump,3001,0.532
3622,Georgia,GA,Fayette,Republican,Ben Carson,1511,0.061
3623,Georgia,GA,Fayette,Republican,Donald Trump,8055,0.327
3624,Georgia,GA,Fayette,Republican,John Kasich,1737,0.07
3625,Georgia,GA,Fayette,Republican,Marco Rubio,7252,0.294
3626,Georgia,GA,Fayette,Republican,Ted Cruz,5810,0.236
3628,Georgia,GA,Floyd,Republican,Donald Trump,5945,0.422
3630,Georgia,GA,Floyd,Republican,Marco Rubio,3142,0.223
3631,Georgia,GA,Floyd,Republican,Ted Cruz,2861,0.203
3632,Georgia,GA,Forsyth,Republican,Ben Carson,1769,0.042
3633,Georgia,GA,Forsyth,Republican,Donald Trump,15698,0.372
3634,Georgia,GA,Forsyth,Republican,John Kasich,2278,0.054
3635,Georgia,GA,Forsyth,Republican,Marco Rubio,12046,0.285
3636,Georgia,GA,Forsyth,Republican,Ted Cruz,9966,0.236
3638,Georgia,GA,Franklin,Republican,Donald Trump,1997,0.46
3642,Georgia,GA,Fulton,Republican,Ben Carson,2760,0.033
3643,Georgia,GA,Fulton,Republican,Donald Trump,22368,0.266
3644,Georgia,GA,Fulton,Republican,John Kasich,10550,0.125
3645,Georgia,GA,Fulton,Republican,Marco Rubio,35052,0.416
3646,Georgia,GA,Fulton,Republican,Ted Cruz,12267,0.146
3648,Georgia,GA,Gilmer,Republican,Donald Trump,3314,0.516
3658,Georgia,GA,Glynn,Republican,Donald Trump,5516,0.438
3660,Georgia,GA,Glynn,Republican,Marco Rubio,2538,0.202
3661,Georgia,GA,Glynn,Republican,Ted Cruz,2555,0.203
3663,Georgia,GA,Gordon,Republican,Donald Trump,4339,0.506
3666,Georgia,GA,Gordon,Republican,Ted Cruz,1603,0.187
3673,Georgia,GA,Greene,Republican,Donald Trump,1555,0.412
3677,Georgia,GA,Gwinnett,Republican,Ben Carson,5029,0.051
3678,Georgia,GA,Gwinnett,Republican,Donald Trump,32014,0.325
3679,Georgia,GA,Gwinnett,Republican,John Kasich,5457,0.055
3680,Georgia,GA,Gwinnett,Republican,Marco Rubio,29652,0.301
3681,Georgia,GA,Gwinnett,Republican,Ted Cruz,25313,0.257
3683,Georgia,GA,Habersham,Republican,Donald Trump,3289,0.418
3686,Georgia,GA,Habersham,Republican,Ted Cruz,2090,0.266
3687,Georgia,GA,Hall,Republican,Ben Carson,2294,0.07
3688,Georgia,GA,Hall,Republican,Donald Trump,12536,0.385
3689,Georgia,GA,Hall,Republican,John Kasich,1536,0.047
3690,Georgia,GA,Hall,Republican,Marco Rubio,6779,0.208
3691,Georgia,GA,Hall,Republican,Ted Cruz,9067,0.278
3698,Georgia,GA,Haralson,Republican,Donald Trump,2818,0.495
3703,Georgia,GA,Harris,Republican,Donald Trump,2542,0.369
3706,Georgia,GA,Harris,Republican,Ted Cruz,1946,0.282
3708,Georgia,GA,Hart,Republican,Donald Trump,1858,0.442
3717,Georgia,GA,Henry,Republican,Ben Carson,1694,0.06
3718,Georgia,GA,Henry,Republican,Donald Trump,11330,0.402
3720,Georgia,GA,Henry,Republican,Marco Rubio,5746,0.204
3721,Georgia,GA,Henry,Republican,Ted Cruz,8184,0.29
3722,Georgia,GA,Houston,Republican,Ben Carson,1672,0.087
3723,Georgia,GA,Houston,Republican,Donald Trump,7091,0.37
3725,Georgia,GA,Houston,Republican,Marco Rubio,4130,0.216
3726,Georgia,GA,Houston,Republican,Ted Cruz,5133,0.268
3733,Georgia,GA,Jackson,Republican,Donald Trump,5484,0.429
3735,Georgia,GA,Jackson,Republican,Marco Rubio,2397,0.188
3736,Georgia,GA,Jackson,Republican,Ted Cruz,3551,0.278
3763,Georgia,GA,Jones,Republican,Donald Trump,2318,0.49
3778,Georgia,GA,Laurens,Republican,Donald Trump,3088,0.444
3781,Georgia,GA,Laurens,Republican,Ted Cruz,1562,0.224
3783,Georgia,GA,Lee,Republican,Donald Trump,3057,0.513
3803,Georgia,GA,Lowndes,Republican,Donald Trump,5194,0.442
3805,Georgia,GA,Lowndes,Republican,Marco Rubio,1970,0.168
3806,Georgia,GA,Lowndes,Republican,Ted Cruz,3127,0.266
3808,Georgia,GA,Lumpkin,Republican,Donald Trump,2453,0.416
3811,Georgia,GA,Lumpkin,Republican,Ted Cruz,1645,0.279
3818,Georgia,GA,Madison,Republican,Donald Trump,2460,0.445
3821,Georgia,GA,Madison,Republican,Ted Cruz,1578,0.286
3853,Georgia,GA,Monroe,Republican,Donald Trump,2262,0.409
3863,Georgia,GA,Morgan,Republican,Donald Trump,1656,0.399
3868,Georgia,GA,Murray,Republican,Donald Trump,3084,0.572
3873,Georgia,GA,Muscogee,Republican,Donald Trump,5325,0.344
3875,Georgia,GA,Muscogee,Republican,Marco Rubio,3424,0.221
3876,Georgia,GA,Muscogee,Republican,Ted Cruz,4177,0.27
3878,Georgia,GA,Newton,Republican,Donald Trump,5626,0.44
3880,Georgia,GA,Newton,Republican,Marco Rubio,2427,0.19
3881,Georgia,GA,Newton,Republican,Ted Cruz,3492,0.273
3883,Georgia,GA,Oconee,Republican,Donald Trump,2871,0.314
3885,Georgia,GA,Oconee,Republican,Marco Rubio,2579,0.282
3886,Georgia,GA,Oconee,Republican,Ted Cruz,2352,0.257
3893,Georgia,GA,Paulding,Republican,Donald Trump,10002,0.414
3895,Georgia,GA,Paulding,Republican,Marco Rubio,5038,0.209
3896,Georgia,GA,Paulding,Republican,Ted Cruz,6776,0.281
3903,Georgia,GA,Pickens,Republican,Donald Trump,3360,0.481
3906,Georgia,GA,Pickens,Republican,Ted Cruz,1570,0.225
3913,Georgia,GA,Pike,Republican,Donald Trump,1930,0.438
3918,Georgia,GA,Polk,Republican,Donald Trump,3360,0.556
3928,Georgia,GA,Putnam,Republican,Donald Trump,1983,0.492
3938,Georgia,GA,Rabun,Republican,Donald Trump,1732,0.459
3948,Georgia,GA,Richmond,Republican,Donald Trump,5543,0.368
3950,Georgia,GA,Richmond,Republican,Marco Rubio,3265,0.217
3951,Georgia,GA,Richmond,Republican,Ted Cruz,4294,0.285
3953,Georgia,GA,Rockdale,Republican,Donald Trump,3785,0.41
3955,Georgia,GA,Rockdale,Republican,Marco Rubio,2136,0.232
3956,Georgia,GA,Rockdale,Republican,Ted Cruz,2336,0.253
3973,Georgia,GA,Spalding,Republican,Donald Trump,4257,0.427
3975,Georgia,GA,Spalding,Republican,Marco Rubio,1936,0.194
3976,Georgia,GA,Spalding,Republican,Ted Cruz,2436,0.245
3978,Georgia,GA,Stephens,Republican,Donald Trump,1726,0.415
4023,Georgia,GA,Thomas,Republican,Donald Trump,2649,0.4
4026,Georgia,GA,Thomas,Republican,Ted Cruz,1557,0.235
4028,Georgia,GA,Tift,Republican,Donald Trump,2697,0.478
4033,Georgia,GA,Toombs,Republican,Donald Trump,1513,0.417
4048,Georgia,GA,Troup,Republican,Donald Trump,4140,0.434
4050,Georgia,GA,Troup,Republican,Marco Rubio,1782,0.187
4051,Georgia,GA,Troup,Republican,Ted Cruz,2236,0.234
4063,Georgia,GA,Union,Republican,Donald Trump,2691,0.456
4068,Georgia,GA,Upson,Republican,Donald Trump,1910,0.487
4073,Georgia,GA,Walker,Republican,Donald Trump,4208,0.422
4075,Georgia,GA,Walker,Republican,Marco Rubio,2157,0.216
4076,Georgia,GA,Walker,Republican,Ted Cruz,2102,0.211
4078,Georgia,GA,Walton,Republican,Donald Trump,7910,0.416
4080,Georgia,GA,Walton,Republican,Marco Rubio,3440,0.181
4081,Georgia,GA,Walton,Republican,Ted Cruz,5883,0.309
4083,Georgia,GA,Ware,Republican,Donald Trump,1998,0.434
4098,Georgia,GA,Wayne,Republican,Donald Trump,2033,0.457
4113,Georgia,GA,White,Republican,Donald Trump,2715,0.453
4116,Georgia,GA,White,Republican,Ted Cruz,1511,0.252
4118,Georgia,GA,Whitfield,Republican,Donald Trump,5945,0.466
4120,Georgia,GA,Whitfield,Republican,Marco Rubio,2672,0.21
4121,Georgia,GA,Whitfield,Republican,Ted Cruz,2292,0.18
4138,Georgia,GA,Worth,Republican,Donald Trump,1890,0.552
4154,Hawaii,HI,Honolulu,Republican,Donald Trump,3664,0.405
4157,Hawaii,HI,Honolulu,Republican,Ted Cruz,3100,0.343
4254,Idaho,ID,Ada,Republican,Donald Trump,15191,0.304
4255,Idaho,ID,Ada,Republican,John Kasich,5306,0.106
4256,Idaho,ID,Ada,Republican,Marco Rubio,8074,0.161
4257,Idaho,ID,Ada,Republican,Ted Cruz,20156,0.403
4262,Idaho,ID,Bannock,Republican,Donald Trump,1711,0.192
4264,Idaho,ID,Bannock,Republican,Marco Rubio,2017,0.227
4265,Idaho,ID,Bannock,Republican,Ted Cruz,4404,0.495
4276,Idaho,ID,Bingham,Republican,Marco Rubio,1761,0.252
4277,Idaho,ID,Bingham,Republican,Ted Cruz,3471,0.497
4286,Idaho,ID,Bonner,Republican,Donald Trump,2410,0.352
4289,Idaho,ID,Bonner,Republican,Ted Cruz,3132,0.457
4290,Idaho,ID,Bonneville,Republican,Donald Trump,2702,0.16
4292,Idaho,ID,Bonneville,Republican,Marco Rubio,4901,0.29
4293,Idaho,ID,Bonneville,Republican,Ted Cruz,7794,0.461
4306,Idaho,ID,Canyon,Republican,Donald Trump,7341,0.312
4308,Idaho,ID,Canyon,Republican,Marco Rubio,2987,0.127
4309,Idaho,ID,Canyon,Republican,Ted Cruz,11164,0.474
4317,Idaho,ID,Cassia,Republican,Ted Cruz,2095,0.47
4350,Idaho,ID,Idaho County,Republican,Donald Trump,1668,0.413
4357,Idaho,ID,Jefferson,Republican,Ted Cruz,3080,0.552
4362,Idaho,ID,Kootenai,Republican,Donald Trump,6516,0.291
4363,Idaho,ID,Kootenai,Republican,John Kasich,1528,0.068
4364,Idaho,ID,Kootenai,Republican,Marco Rubio,1880,0.084
4365,Idaho,ID,Kootenai,Republican,Ted Cruz,11924,0.532
4369,Idaho,ID,Latah,Republican,Ted Cruz,2134,0.535
4384,Idaho,ID,Madison,Republican,Marco Rubio,1925,0.271
4385,Idaho,ID,Madison,Republican,Ted Cruz,4079,0.574
4393,Idaho,ID,Nez Perce,Republican,Ted Cruz,1583,0.401
4418,Idaho,ID,Twin Falls,Republican,Donald Trump,2757,0.286
4421,Idaho,ID,Twin Falls,Republican,Ted Cruz,4717,0.49
4636,Illinois,IL,Adams,Republican,Donald Trump,5233,0.407
4639,Illinois,IL,Adams,Republican,Ted Cruz,4885,0.38
4648,Illinois,IL,Boone,Republican,Donald Trump,3816,0.394
4649,Illinois,IL,Boone,Republican,John Kasich,1597,0.165
4651,Illinois,IL,Boone,Republican,Ted Cruz,3248,0.335
4656,Illinois,IL,Bureau,Republican,Donald Trump,2185,0.395
4659,Illinois,IL,Bureau,Republican,Ted Cruz,1696,0.307
4672,Illinois,IL,Champaign,Republican,Donald Trump,7645,0.293
4673,Illinois,IL,Champaign,Republican,John Kasich,5126,0.196
4674,Illinois,IL,Champaign,Republican,Marco Rubio,2880,0.11
4675,Illinois,IL,Champaign,Republican,Ted Cruz,9617,0.369
4676,Illinois,IL,Chicago,Republican,Donald Trump,32858,0.387
4677,Illinois,IL,Chicago,Republican,John Kasich,21654,0.255
4678,Illinois,IL,Chicago,Republican,Marco Rubio,10466,0.123
4679,Illinois,IL,Chicago,Republican,Ted Cruz,17737,0.209
4680,Illinois,IL,Christian,Republican,Donald Trump,2392,0.442
4683,Illinois,IL,Christian,Republican,Ted Cruz,1963,0.363
4692,Illinois,IL,Clinton,Republican,Donald Trump,2522,0.436
4695,Illinois,IL,Clinton,Republican,Ted Cruz,2142,0.371
4696,Illinois,IL,Coles,Republican,Donald Trump,3156,0.372
4699,Illinois,IL,Coles,Republican,Ted Cruz,3029,0.357
4700,Illinois,IL,Cook Suburbs,Republican,Donald Trump,91520,0.415
4701,Illinois,IL,Cook Suburbs,Republican,John Kasich,53481,0.242
4702,Illinois,IL,Cook Suburbs,Republican,Marco Rubio,21000,0.095
4703,Illinois,IL,Cook Suburbs,Republican,Ted Cruz,50667,0.23
4704,Illinois,IL,Crawford,Republican,Donald Trump,1508,0.417
4712,Illinois,IL,DeKalb,Republican,Donald Trump,5139,0.371
4713,Illinois,IL,DeKalb,Republican,John Kasich,2664,0.193
4715,Illinois,IL,DeKalb,Republican,Ted Cruz,4279,0.309
4716,Illinois,IL,DeWitt,Republican,Donald Trump,1577,0.408
4723,Illinois,IL,Douglas,Republican,Ted Cruz,1764,0.43
4724,Illinois,IL,DuPage,Republican,Donald Trump,49113,0.345
4725,Illinois,IL,DuPage,Republican,John Kasich,41024,0.288
4726,Illinois,IL,DuPage,Republican,Marco Rubio,14253,0.1
4727,Illinois,IL,DuPage,Republican,Ted Cruz,35229,0.248
4728,Illinois,IL,Edgar,Republican,Donald Trump,1562,0.422
4736,Illinois,IL,Effingham,Republican,Donald Trump,2897,0.364
4739,Illinois,IL,Effingham,Republican,Ted Cruz,3448,0.434
4740,Illinois,IL,Fayette,Republican,Donald Trump,1933,0.483
4748,Illinois,IL,Franklin,Republican,Donald Trump,3130,0.533
4751,Illinois,IL,Franklin,Republican,Ted Cruz,1928,0.329
4752,Illinois,IL,Fulton,Republican,Donald Trump,1862,0.407
4755,Illinois,IL,Fulton,Republican,Ted Cruz,1688,0.369
4764,Illinois,IL,Grundy,Republican,Donald Trump,3625,0.469
4767,Illinois,IL,Grundy,Republican,Ted Cruz,2108,0.273
4784,Illinois,IL,Henry,Republican,Donald Trump,3021,0.353
4785,Illinois,IL,Henry,Republican,John Kasich,1741,0.203
4787,Illinois,IL,Henry,Republican,Ted Cruz,2785,0.325
4788,Illinois,IL,Iroquois,Republican,Donald Trump,2836,0.426
4791,Illinois,IL,Iroquois,Republican,Ted Cruz,2219,0.333
